freq,psd_x,psd_y,psd_z,psd_xyz
118.8,4974.8,497.5,248.7,5472.3
118.9,4965.9,496.6,248.3,5462.5
119.0,4957.1,495.7,247.9,5452.8
119.1,4948.3,494.8,247.4,5443.2
119.2,4939.6,494.0,247.0,5433.6
119.3,4930.9,493.1,246.5,5424.0
119.4,4922.3,492.2,246.1,5414.5
119.5,4913.6,491.4,245.7,5405.0
119.6,4905.1,490.5,245.3,5395.6
119.7,4896.5,489.7,244.8,5386.2
119.8,4888.0,488.8,244.4,5376.8
119.9,4879.6,488.0,244.0,5367.5
120.0,4871.1,487.1,243.6,5358.2
120.1,4862.7,486.3,243.1,5349.0
120.2,4854.4,485.4,242.7,5339.8
120.3,4846.1,484.6,242.3,5330.7
120.4,4837.8,483.8,241.9,5321.6
120.5,4829.6,483.0,241.5,5312.5
120.6,4821.4,482.1,241.1,5303.5
120.7,4813.2,481.3,240.7,5294.5
120.8,4805.1,480.5,240.3,5285.6
120.9,4797.0,479.7,239.9,5276.7
121.0,4789.0,478.9,239.4,5267.9
121.1,4780.9,478.1,239.0,5259.0
121.2,4773.0,477.3,238.6,5250.3
121.3,4765.0,476.5,238.3,5241.5
121.4,4757.1,475.7,237.9,5232.8
121.5,4749.2,474.9,237.5,5224.2
121.6,4741.4,474.1,237.1,5215.5
121.7,4733.6,473.4,236.7,5207.0
121.8,4725.8,472.6,236.3,5198.4
121.9,4718.1,471.8,235.9,5189.9
122.0,4710.4,471.0,235.5,5181.4
122.1,4702.7,470.3,235.1,5173.0
122.2,4695.1,469.5,234.8,5164.6
122.3,4687.5,468.8,234.4,5156.3
122.4,4679.9,468.0,234.0,5147.9
122.5,4672.4,467.2,233.6,5139.6
122.6,4664.9,466.5,233.2,5131.4
122.7,4657.4,465.7,232.9,5123.2
122.8,4650.0,465.0,232.5,5115.0
122.9,4642.6,464.3,232.1,5106.9
123.0,4635.3,463.5,231.8,5098.8
123.1,4627.9,462.8,231.4,5090.7
123.2,4620.6,462.1,231.0,5082.7
123.3,4613.3,461.3,230.7,5074.7
123.4,4606.1,460.6,230.3,5066.7
123.5,4598.9,459.9,229.9,5058.8
123.6,4591.7,459.2,229.6,5050.9
123.7,4584.6,458.5,229.2,5043.1
123.8,4577.5,457.7,228.9,5035.2
123.9,4570.4,457.0,228.5,5027.4
124.0,4563.4,456.3,228.2,5019.7
124.1,4556.3,455.6,227.8,5012.0
124.2,4549.3,454.9,227.5,5004.3
124.3,4542.4,454.2,227.1,4996.6
124.4,4535.5,453.5,226.8,4989.0
124.5,4528.6,452.9,226.4,4981.4
124.6,4521.7,452.2,226.1,4973.9
124.7,4514.9,451.5,225.7,4966.3
124.8,4508.0,450.8,225.4,4958.9
124.9,4501.3,450.1,225.1,4951.4
125.0,4494.5,449.5,224.7,4944.0
125.1,4487.8,448.8,224.4,4936.6
125.2,4481.1,448.1,224.1,4929.2
125.3,4474.4,447.4,223.7,4921.9
125.4,4467.8,446.8,223.4,4914.6
125.5,4461.2,446.1,223.1,4907.3
125.6,4454.6,445.5,222.7,4900.1
125.7,4448.1,444.8,222.4,4892.9
125.8,4441.6,444.2,222.1,4885.7
125.9,4435.1,443.5,221.8,4878.6
126.0,4428.6,442.9,221.4,4871.5
126.1,4422.2,442.2,221.1,4864.4
126.2,4415.8,441.6,220.8,4857.3
126.3,4409.4,440.9,220.5,4850.3
126.4,4403.0,440.3,220.2,4843.3
126.5,4396.7,439.7,219.8,4836.4
126.6,4390.4,439.0,219.5,4829.4
126.7,4384.1,438.4,219.2,4822.5
126.8,4377.9,437.8,218.9,4815.7
126.9,4371.7,437.2,218.6,4808.8
127.0,4365.5,436.5,218.3,4802.0
127.1,4359.3,435.9,218.0,4795.2
127.2,4353.2,435.3,217.7,4788.5
127.3,4347.1,434.7,217.4,4781.8
127.4,4341.0,434.1,217.0,4775.1
127.5,4334.9,433.5,216.7,4768.4
127.6,4328.9,432.9,216.4,4761.7
127.7,4322.9,432.3,216.1,4755.1
127.8,4316.9,431.7,215.8,4748.6
127.9,4310.9,431.1,215.5,4742.0
128.0,4305.0,430.5,215.2,4735.5
128.1,4299.1,429.9,215.0,4729.0
128.2,4293.2,429.3,214.7,4722.5
128.3,4287.3,428.7,214.4,4716.0
128.4,4281.5,428.1,214.1,4709.6
128.5,4275.7,427.6,213.8,4703.2
128.6,4269.9,427.0,213.5,4696.9
128.7,4264.1,426.4,213.2,4690.5
128.8,4258.4,425.8,212.9,4684.2
128.9,4252.7,425.3,212.6,4677.9
129.0,4247.0,424.7,212.3,4671.7
129.1,4241.3,424.1,212.1,4665.4
129.2,4235.7,423.6,211.8,4659.2
129.3,4230.0,423.0,211.5,4653.1
129.4,4224.5,422.4,211.2,4646.9
129.5,4218.9,421.9,210.9,4640.8
129.6,4213.3,421.3,210.7,4634.7
129.7,4207.8,420.8,210.4,4628.6
129.8,4202.3,420.2,210.1,4622.5
129.9,4196.8,419.7,209.8,4616.5
130.0,4191.4,419.1,209.6,4610.5
130.1,4185.9,418.6,209.3,4604.5
130.2,4180.5,418.1,209.0,4598.6
130.3,4175.1,417.5,208.8,4592.6
130.4,4169.8,417.0,208.5,4586.7
130.5,4164.4,416.4,208.2,4580.9
130.6,4159.1,415.9,208.0,4575.0
130.7,4153.8,415.4,207.7,4569.2
130.8,4148.5,414.9,207.4,4563.4
130.9,4143.3,414.3,207.2,4557.6
131.0,4138.0,413.8,206.9,4551.8
131.1,4132.8,413.3,206.6,4546.1
131.2,4127.6,412.8,206.4,4540.4
131.3,4122.5,412.2,206.1,4534.7
131.4,4117.3,411.7,205.9,4529.0
131.5,4112.2,411.2,205.6,4523.4
131.6,4107.1,410.7,205.4,4517.8
131.7,4102.0,410.2,205.1,4512.2
131.8,4096.9,409.7,204.8,4506.6
131.9,4091.9,409.2,204.6,4501.1
132.0,4086.9,408.7,204.3,4495.6
132.1,4081.9,408.2,204.1,4490.1
132.2,4076.9,407.7,203.8,4484.6
132.3,4071.9,407.2,203.6,4479.1
132.4,4067.0,406.7,203.3,4473.7
132.5,4062.1,406.2,203.1,4468.3
132.6,4057.2,405.7,202.9,4462.9
132.7,4052.3,405.2,202.6,4457.5
132.8,4047.4,404.7,202.4,4452.2
132.9,4042.6,404.3,202.1,4446.8
133.0,4037.8,403.8,201.9,4441.5
133.1,4033.0,403.3,201.6,4436.3
133.2,4028.2,402.8,201.4,4431.0
133.3,4023.4,402.3,201.2,4425.8
133.4,4018.7,401.9,200.9,4420.6
133.5,4014.0,401.4,200.7,4415.4
133.6,4009.3,400.9,200.5,4410.2
133.7,4004.6,400.5,200.2,4405.0
133.8,3999.9,400.0,200.0,4399.9
133.9,3995.3,399.5,199.8,4394.8
134.0,3990.6,399.1,199.5,4389.7
134.1,3986.0,398.6,199.3,4384.6
134.2,3981.5,398.1,199.1,4379.6
134.3,3976.9,397.7,198.8,4374.6
134.4,3972.3,397.2,198.6,4369.6
134.5,3967.8,396.8,198.4,4364.6
134.6,3963.3,396.3,198.2,4359.6
134.7,3958.8,395.9,197.9,4354.7
134.8,3954.3,395.4,197.7,4349.7
134.9,3949.9,395.0,197.5,4344.8
135.0,3945.4,394.5,197.3,4340.0
135.1,3941.0,394.1,197.0,4335.1
135.2,3936.6,393.7,196.8,4330.2
135.3,3932.2,393.2,196.6,4325.4
135.4,3927.8,392.8,196.4,4320.6
135.5,3923.5,392.3,196.2,4315.8
135.6,3919.1,391.9,196.0,4311.1
135.7,3914.8,391.5,195.7,4306.3
135.8,3910.5,391.1,195.5,4301.6
135.9,3906.2,390.6,195.3,4296.9
136.0,3902.0,390.2,195.1,4292.2
136.1,3897.7,389.8,194.9,4287.5
136.2,3893.5,389.3,194.7,4282.8
136.3,3889.3,388.9,194.5,4278.2
136.4,3885.1,388.5,194.3,4273.6
136.5,3880.9,388.1,194.0,4269.0
136.6,3876.7,387.7,193.8,4264.4
136.7,3872.6,387.3,193.6,4259.9
136.8,3868.5,386.8,193.4,4255.3
136.9,3864.4,386.4,193.2,4250.8
137.0,3860.3,386.0,193.0,4246.3
137.1,3856.2,385.6,192.8,4241.8
137.2,3852.1,385.2,192.6,4237.3
137.3,3848.1,384.8,192.4,4232.9
137.4,3844.0,384.4,192.2,4228.5
137.5,3840.0,384.0,192.0,4224.0
137.6,3836.0,383.6,191.8,4219.6
137.7,3832.1,383.2,191.6,4215.3
137.8,3828.1,382.8,191.4,4210.9
137.9,3824.1,382.4,191.2,4206.5
138.0,3820.2,382.0,191.0,4202.2
138.1,3816.3,381.6,190.8,4197.9
138.2,3812.4,381.2,190.6,4193.6
138.3,3808.5,380.8,190.4,4189.3
138.4,3804.6,380.5,190.2,4185.1
138.5,3800.8,380.1,190.0,4180.8
138.6,3796.9,379.7,189.8,4176.6
138.7,3793.1,379.3,189.7,4172.4
138.8,3789.3,378.9,189.5,4168.2
138.9,3785.5,378.5,189.3,4164.0
139.0,3781.7,378.2,189.1,4159.9
139.1,3778.0,377.8,188.9,4155.7
139.2,3774.2,377.4,188.7,4151.6
139.3,3770.5,377.0,188.5,4147.5
139.4,3766.7,376.7,188.3,4143.4
139.5,3763.0,376.3,188.2,4139.3
139.6,3759.4,375.9,188.0,4135.3
139.7,3755.7,375.6,187.8,4131.2
139.8,3752.0,375.2,187.6,4127.2
139.9,3748.4,374.8,187.4,4123.2
140.0,3744.7,374.5,187.2,4119.2
140.1,3741.1,374.1,187.1,4115.2
140.2,3737.5,373.8,186.9,4111.3
140.3,3733.9,373.4,186.7,4107.3
140.4,3730.4,373.0,186.5,4103.4
140.5,3726.8,372.7,186.3,4099.5
140.6,3723.3,372.3,186.2,4095.6
140.7,3719.7,372.0,186.0,4091.7
140.8,3716.2,371.6,185.8,4087.8
140.9,3712.7,371.3,185.6,4084.0
141.0,3709.2,370.9,185.5,4080.1
141.1,3705.7,370.6,185.3,4076.3
141.2,3702.3,370.2,185.1,4072.5
141.3,3698.8,369.9,184.9,4068.7
141.4,3695.4,369.5,184.8,4064.9
141.5,3692.0,369.2,184.6,4061.2
141.6,3688.6,368.9,184.4,4057.4
141.7,3685.2,368.5,184.3,4053.7
141.8,3681.8,368.2,184.1,4050.0
141.9,3678.4,367.8,183.9,4046.3
142.0,3675.1,367.5,183.8,4042.6
142.1,3671.7,367.2,183.6,4038.9
142.2,3668.4,366.8,183.4,4035.3
142.3,3665.1,366.5,183.3,4031.6
142.4,3661.8,366.2,183.1,4028.0
142.5,3658.5,365.9,182.9,4024.4
142.6,3655.2,365.5,182.8,4020.8
142.7,3652.0,365.2,182.6,4017.2
142.8,3648.7,364.9,182.4,4013.6
142.9,3645.5,364.5,182.3,4010.0
143.0,3642.3,364.2,182.1,4006.5
143.1,3639.1,363.9,182.0,4003.0
143.2,3635.9,363.6,181.8,3999.5
143.3,3632.7,363.3,181.6,3996.0
143.4,3629.5,363.0,181.5,3992.5
143.5,3626.4,362.6,181.3,3989.0
143.6,3623.2,362.3,181.2,3985.5
143.7,3620.1,362.0,181.0,3982.1
143.8,3617.0,361.7,180.8,3978.6
143.9,3613.8,361.4,180.7,3975.2
144.0,3610.7,361.1,180.5,3971.8
144.1,3607.7,360.8,180.4,3968.4
144.2,3604.6,360.5,180.2,3965.0
144.3,3601.5,360.2,180.1,3961.7
144.4,3598.5,359.8,179.9,3958.3
144.5,3595.4,359.5,179.8,3955.0
144.6,3592.4,359.2,179.6,3951.7
144.7,3589.4,358.9,179.5,3948.4
144.8,3586.4,358.6,179.3,3945.1
144.9,3583.4,358.3,179.2,3941.8
145.0,3580.4,358.0,179.0,3938.5
145.1,3577.5,357.7,178.9,3935.2
145.2,3574.5,357.5,178.7,3932.0
145.3,3571.6,357.2,178.6,3928.7
145.4,3568.7,356.9,178.4,3925.5
145.5,3565.7,356.6,178.3,3922.3
145.6,3562.8,356.3,178.1,3919.1
145.7,3559.9,356.0,178.0,3915.9
145.8,3557.1,355.7,177.9,3912.8
145.9,3554.2,355.4,177.7,3909.6
146.0,3551.3,355.1,177.6,3906.5
146.1,3548.5,354.8,177.4,3903.3
146.2,3545.6,354.6,177.3,3900.2
146.3,3542.8,354.3,177.1,3897.1
146.4,3540.0,354.0,177.0,3894.0
146.5,3537.2,353.7,176.9,3890.9
146.6,3534.4,353.4,176.7,3887.8
146.7,3531.6,353.2,176.6,3884.8
146.8,3528.8,352.9,176.4,3881.7
146.9,3526.1,352.6,176.3,3878.7
147.0,3523.3,352.3,176.2,3875.7
147.1,3520.6,352.1,176.0,3872.7
147.2,3517.9,351.8,175.9,3869.7
147.3,3515.2,351.5,175.8,3866.7
147.4,3512.4,351.2,175.6,3863.7
147.5,3509.7,351.0,175.5,3860.7
147.6,3507.1,350.7,175.4,3857.8
147.7,3504.4,350.4,175.2,3854.8
147.8,3501.7,350.2,175.1,3851.9
147.9,3499.1,349.9,175.0,3849.0
148.0,3496.4,349.6,174.8,3846.1
148.1,3493.8,349.4,174.7,3843.2
148.2,3491.2,349.1,174.6,3840.3
148.3,3488.6,348.9,174.4,3837.4
148.4,3486.0,348.6,174.3,3834.6
148.5,3483.4,348.3,174.2,3831.7
148.6,3480.8,348.1,174.0,3828.9
148.7,3478.2,347.8,173.9,3826.0
148.8,3475.7,347.6,173.8,3823.2
148.9,3473.1,347.3,173.7,3820.4
149.0,3470.6,347.1,173.5,3817.6
149.1,3468.0,346.8,173.4,3814.9
149.2,3465.5,346.6,173.3,3812.1
149.3,3463.0,346.3,173.2,3809.3
149.4,3460.5,346.1,173.0,3806.6
149.5,3458.0,345.8,172.9,3803.8
149.6,3455.5,345.6,172.8,3801.1
149.7,3453.1,345.3,172.7,3798.4
149.8,3450.6,345.1,172.5,3795.7
149.9,3448.2,344.8,172.4,3793.0
150.0,3445.7,344.6,172.3,3790.3
150.1,3443.3,344.3,172.2,3787.6
150.2,3440.9,344.1,172.0,3785.0
150.3,3438.5,343.8,171.9,3782.3
150.4,3436.1,343.6,171.8,3779.7
150.5,3433.7,343.4,171.7,3777.0
150.6,3431.3,343.1,171.6,3774.4
150.7,3428.9,342.9,171.4,3771.8
150.8,3426.5,342.7,171.3,3769.2
150.9,3424.2,342.4,171.2,3766.6
151.0,3421.8,342.2,171.1,3764.0
151.1,3419.5,342.0,171.0,3761.5
151.2,3417.2,341.7,170.9,3758.9
151.3,3414.9,341.5,170.7,3756.4
151.4,3412.6,341.3,170.6,3753.8
151.5,3410.3,341.0,170.5,3751.3
151.6,3408.0,340.8,170.4,3748.8
151.7,3405.7,340.6,170.3,3746.3
151.8,3403.4,340.3,170.2,3743.8
151.9,3401.2,340.1,170.1,3741.3
152.0,3398.9,339.9,169.9,3738.8
152.1,3396.7,339.7,169.8,3736.3
152.2,3394.4,339.4,169.7,3733.9
152.3,3392.2,339.2,169.6,3731.4
152.4,3390.0,339.0,169.5,3729.0
152.5,3387.8,338.8,169.4,3726.5
152.6,3385.6,338.6,169.3,3724.1
152.7,3383.4,338.3,169.2,3721.7
152.8,3381.2,338.1,169.1,3719.3
152.9,3379.0,337.9,169.0,3716.9
153.0,3376.9,337.7,168.8,3714.5
153.1,3374.7,337.5,168.7,3712.2
153.2,3372.6,337.3,168.6,3709.8
153.3,3370.4,337.0,168.5,3707.5
153.4,3368.3,336.8,168.4,3705.1
153.5,3366.2,336.6,168.3,3702.8
153.6,3364.0,336.4,168.2,3700.5
153.7,3361.9,336.2,168.1,3698.1
153.8,3359.8,336.0,168.0,3695.8
153.9,3357.8,335.8,167.9,3693.5
154.0,3355.7,335.6,167.8,3691.2
154.1,3353.6,335.4,167.7,3689.0
154.2,3351.5,335.2,167.6,3686.7
154.3,3349.5,334.9,167.5,3684.4
154.4,3347.4,334.7,167.4,3682.2
154.5,3345.4,334.5,167.3,3679.9
154.6,3343.4,334.3,167.2,3677.7
154.7,3341.3,334.1,167.1,3675.5
154.8,3339.3,333.9,167.0,3673.3
154.9,3337.3,333.7,166.9,3671.1
155.0,3335.3,333.5,166.8,3668.9
155.1,3333.3,333.3,166.7,3666.7
155.2,3331.4,333.1,166.6,3664.5
155.3,3329.4,332.9,166.5,3662.3
155.4,3327.4,332.7,166.4,3660.2
155.5,3325.5,332.5,166.3,3658.0
155.6,3323.5,332.4,166.2,3655.9
155.7,3321.6,332.2,166.1,3653.7
155.8,3319.6,332.0,166.0,3651.6
155.9,3317.7,331.8,165.9,3649.5
156.0,3315.8,331.6,165.8,3647.4
156.1,3313.9,331.4,165.7,3645.3
156.2,3312.0,331.2,165.6,3643.2
156.3,3310.1,331.0,165.5,3641.1
156.4,3308.2,330.8,165.4,3639.0
156.5,3306.3,330.6,165.3,3636.9
156.6,3304.4,330.4,165.2,3634.9
156.7,3302.6,330.3,165.1,3632.8
156.8,3300.7,330.1,165.0,3630.8
156.9,3298.9,329.9,164.9,3628.8
157.0,3297.0,329.7,164.9,3626.7
157.1,3295.2,329.5,164.8,3624.7
157.2,3293.4,329.3,164.7,3622.7
157.3,3291.5,329.2,164.6,3620.7
157.4,3289.7,329.0,164.5,3618.7
157.5,3287.9,328.8,164.4,3616.7
157.6,3286.1,328.6,164.3,3614.7
157.7,3284.3,328.4,164.2,3612.8
157.8,3282.6,328.3,164.1,3610.8
157.9,3280.8,328.1,164.0,3608.9
158.0,3279.0,327.9,164.0,3606.9
158.1,3277.2,327.7,163.9,3605.0
158.2,3275.5,327.5,163.8,3603.0
158.3,3273.7,327.4,163.7,3601.1
158.4,3272.0,327.2,163.6,3599.2
158.5,3270.3,327.0,163.5,3597.3
158.6,3268.5,326.9,163.4,3595.4
158.7,3266.8,326.7,163.3,3593.5
158.8,3265.1,326.5,163.3,3591.6
158.9,3263.4,326.3,163.2,3589.8
159.0,3261.7,326.2,163.1,3587.9
159.1,3260.0,326.0,163.0,3586.0
159.2,3258.3,325.8,162.9,3584.2
159.3,3256.7,325.7,162.8,3582.3
159.4,3255.0,325.5,162.7,3580.5
159.5,3253.3,325.3,162.7,3578.7
159.6,3251.7,325.2,162.6,3576.8
159.7,3250.0,325.0,162.5,3575.0
159.8,3248.4,324.8,162.4,3573.2
159.9,3246.7,324.7,162.3,3571.4
160.0,3245.1,324.5,162.3,3569.6
160.1,3243.5,324.3,162.2,3567.8
160.2,3241.9,324.2,162.1,3566.1
160.3,3240.3,324.0,162.0,3564.3
160.4,3238.7,323.9,161.9,3562.5
160.5,3237.1,323.7,161.9,3560.8
160.6,3235.5,323.5,161.8,3559.0
160.7,3233.9,323.4,161.7,3557.3
160.8,3232.3,323.2,161.6,3555.6
160.9,3230.8,323.1,161.5,3553.8
161.0,3229.2,322.9,161.5,3552.1
161.1,3227.6,322.8,161.4,3550.4
161.2,3226.1,322.6,161.3,3548.7
161.3,3224.6,322.5,161.2,3547.0
161.4,3223.0,322.3,161.2,3545.3
161.5,3221.5,322.1,161.1,3543.6
161.6,3220.0,322.0,161.0,3542.0
161.7,3218.4,321.8,160.9,3540.3
161.8,3216.9,321.7,160.8,3538.6
161.9,3215.4,321.5,160.8,3537.0
162.0,3213.9,321.4,160.7,3535.3
162.1,3212.4,321.2,160.6,3533.7
162.2,3211.0,321.1,160.5,3532.1
162.3,3209.5,320.9,160.5,3530.4
162.4,3208.0,320.8,160.4,3528.8
162.5,3206.5,320.7,160.3,3527.2
162.6,3205.1,320.5,160.3,3525.6
162.7,3203.6,320.4,160.2,3524.0
162.8,3202.2,320.2,160.1,3522.4
162.9,3200.7,320.1,160.0,3520.8
163.0,3199.3,319.9,160.0,3519.2
163.1,3197.9,319.8,159.9,3517.7
163.2,3196.4,319.6,159.8,3516.1
163.3,3195.0,319.5,159.8,3514.5
163.4,3193.6,319.4,159.7,3513.0
163.5,3192.2,319.2,159.6,3511.4
163.6,3190.8,319.1,159.5,3509.9
163.7,3189.4,318.9,159.5,3508.4
163.8,3188.0,318.8,159.4,3506.8
163.9,3186.6,318.7,159.3,3505.3
164.0,3185.3,318.5,159.3,3503.8
164.1,3183.9,318.4,159.2,3502.3
164.2,3182.5,318.3,159.1,3500.8
164.3,3181.2,318.1,159.1,3499.3
164.4,3179.8,318.0,159.0,3497.8
164.5,3178.5,317.8,158.9,3496.3
164.6,3177.1,317.7,158.9,3494.8
164.7,3175.8,317.6,158.8,3493.4
164.8,3174.5,317.4,158.7,3491.9
164.9,3173.1,317.3,158.7,3490.5
165.0,3171.8,317.2,158.6,3489.0
165.1,3170.5,317.1,158.5,3487.6
165.2,3169.2,316.9,158.5,3486.1
165.3,3167.9,316.8,158.4,3484.7
165.4,3166.6,316.7,158.3,3483.3
165.5,3165.3,316.5,158.3,3481.9
165.6,3164.0,316.4,158.2,3480.4
165.7,3162.8,316.3,158.1,3479.0
165.8,3161.5,316.1,158.1,3477.6
165.9,3160.2,316.0,158.0,3476.2
166.0,3159.0,315.9,157.9,3474.8
166.1,3157.7,315.8,157.9,3473.5
166.2,3156.4,315.6,157.8,3472.1
166.3,3155.2,315.5,157.8,3470.7
166.4,3154.0,315.4,157.7,3469.4
166.5,3152.7,315.3,157.6,3468.0
166.6,3151.5,315.1,157.6,3466.6
166.7,3150.3,315.0,157.5,3465.3
166.8,3149.1,314.9,157.5,3464.0
166.9,3147.8,314.8,157.4,3462.6
167.0,3146.6,314.7,157.3,3461.3
167.1,3145.4,314.5,157.3,3460.0
167.2,3144.2,314.4,157.2,3458.7
167.3,3143.0,314.3,157.2,3457.3
167.4,3141.9,314.2,157.1,3456.0
167.5,3140.7,314.1,157.0,3454.7
167.6,3139.5,313.9,157.0,3453.4
167.7,3138.3,313.8,156.9,3452.2
167.8,3137.2,313.7,156.9,3450.9
167.9,3136.0,313.6,156.8,3449.6
168.0,3134.8,313.5,156.7,3448.3
168.1,3133.7,313.4,156.7,3447.1
168.2,3132.6,313.3,156.6,3445.8
168.3,3131.4,313.1,156.6,3444.6
168.4,3130.3,313.0,156.5,3443.3
168.5,3129.1,312.9,156.5,3442.1
168.6,3128.0,312.8,156.4,3440.8
168.7,3126.9,312.7,156.3,3439.6
168.8,3125.8,312.6,156.3,3438.4
168.9,3124.7,312.5,156.2,3437.1
169.0,3123.6,312.4,156.2,3435.9
169.1,3122.5,312.2,156.1,3434.7
169.2,3121.4,312.1,156.1,3433.5
169.3,3120.3,312.0,156.0,3432.3
169.4,3119.2,311.9,156.0,3431.1
169.5,3118.1,311.8,155.9,3429.9
169.6,3117.1,311.7,155.9,3428.8
169.7,3116.0,311.6,155.8,3427.6
169.8,3114.9,311.5,155.7,3426.4
169.9,3113.9,311.4,155.7,3425.2
170.0,3112.8,311.3,155.6,3424.1
170.1,3111.8,311.2,155.6,3422.9
170.2,3110.7,311.1,155.5,3421.8
170.3,3109.7,311.0,155.5,3420.6
170.4,3108.6,310.9,155.4,3419.5
170.5,3107.6,310.8,155.4,3418.4
170.6,3106.6,310.7,155.3,3417.2
170.7,3105.6,310.6,155.3,3416.1
170.8,3104.5,310.5,155.2,3415.0
170.9,3103.5,310.4,155.2,3413.9
171.0,3102.5,310.3,155.1,3412.8
171.1,3101.5,310.2,155.1,3411.7
171.2,3100.5,310.1,155.0,3410.6
171.3,3099.5,310.0,155.0,3409.5
171.4,3098.5,309.9,154.9,3408.4
171.5,3097.6,309.8,154.9,3407.3
171.6,3096.6,309.7,154.8,3406.2
171.7,3095.6,309.6,154.8,3405.2
171.8,3094.6,309.5,154.7,3404.1
171.9,3093.7,309.4,154.7,3403.0
172.0,3092.7,309.3,154.6,3402.0
172.1,3091.7,309.2,154.6,3400.9
172.2,3090.8,309.1,154.5,3399.9
172.3,3089.8,309.0,154.5,3398.8
172.4,3088.9,308.9,154.4,3397.8
172.5,3088.0,308.8,154.4,3396.8
172.6,3087.0,308.7,154.4,3395.7
172.7,3086.1,308.6,154.3,3394.7
172.8,3085.2,308.5,154.3,3393.7
172.9,3084.3,308.4,154.2,3392.7
173.0,3083.3,308.3,154.2,3391.7
173.1,3082.4,308.2,154.1,3390.7
173.2,3081.5,308.2,154.1,3389.7
173.3,3080.6,308.1,154.0,3388.7
173.4,3079.7,308.0,154.0,3387.7
173.5,3078.8,307.9,153.9,3386.7
173.6,3077.9,307.8,153.9,3385.7
173.7,3077.1,307.7,153.9,3384.8
173.8,3076.2,307.6,153.8,3383.8
173.9,3075.3,307.5,153.8,3382.8
174.0,3074.4,307.4,153.7,3381.9
174.1,3073.6,307.4,153.7,3380.9
174.2,3072.7,307.3,153.6,3380.0
174.3,3071.8,307.2,153.6,3379.0
174.4,3071.0,307.1,153.5,3378.1
174.5,3070.1,307.0,153.5,3377.1
174.6,3069.3,306.9,153.5,3376.2
174.7,3068.4,306.8,153.4,3375.3
174.8,3067.6,306.8,153.4,3374.4
174.9,3066.8,306.7,153.3,3373.4
175.0,3065.9,306.6,153.3,3372.5
175.1,3065.1,306.5,153.3,3371.6
175.2,3064.3,306.4,153.2,3370.7
175.3,3063.5,306.3,153.2,3369.8
175.4,3062.6,306.3,153.1,3368.9
175.5,3061.8,306.2,153.1,3368.0
175.6,3061.0,306.1,153.1,3367.1
175.7,3060.2,306.0,153.0,3366.3
175.8,3059.4,305.9,153.0,3365.4
175.9,3058.6,305.9,152.9,3364.5
176.0,3057.9,305.8,152.9,3363.6
176.1,3057.1,305.7,152.9,3362.8
176.2,3056.3,305.6,152.8,3361.9
176.3,3055.5,305.6,152.8,3361.1
176.4,3054.7,305.5,152.7,3360.2
176.5,3054.0,305.4,152.7,3359.4
176.6,3053.2,305.3,152.7,3358.5
176.7,3052.4,305.2,152.6,3357.7
176.8,3051.7,305.2,152.6,3356.8
176.9,3050.9,305.1,152.5,3356.0
177.0,3050.2,305.0,152.5,3355.2
177.1,3049.4,304.9,152.5,3354.4
177.2,3048.7,304.9,152.4,3353.6
177.3,3047.9,304.8,152.4,3352.7
177.4,3047.2,304.7,152.4,3351.9
177.5,3046.5,304.6,152.3,3351.1
177.6,3045.8,304.6,152.3,3350.3
177.7,3045.0,304.5,152.3,3349.5
177.8,3044.3,304.4,152.2,3348.7
177.9,3043.6,304.4,152.2,3348.0
178.0,3042.9,304.3,152.1,3347.2
178.1,3042.2,304.2,152.1,3346.4
178.2,3041.5,304.1,152.1,3345.6
178.3,3040.8,304.1,152.0,3344.9
178.4,3040.1,304.0,152.0,3344.1
178.5,3039.4,303.9,152.0,3343.3
178.6,3038.7,303.9,151.9,3342.6
178.7,3038.0,303.8,151.9,3341.8
178.8,3037.3,303.7,151.9,3341.1
178.9,3036.7,303.7,151.8,3340.3
179.0,3036.0,303.6,151.8,3339.6
179.1,3035.3,303.5,151.8,3338.8
179.2,3034.6,303.5,151.7,3338.1
179.3,3034.0,303.4,151.7,3337.4
179.4,3033.3,303.3,151.7,3336.7
179.5,3032.7,303.3,151.6,3335.9
179.6,3032.0,303.2,151.6,3335.2
179.7,3031.4,303.1,151.6,3334.5
179.8,3030.7,303.1,151.5,3333.8
179.9,3030.1,303.0,151.5,3333.1
180.0,3029.4,302.9,151.5,3332.4
180.1,3028.8,302.9,151.4,3331.7
180.2,3028.2,302.8,151.4,3331.0
180.3,3027.6,302.8,151.4,3330.3
180.4,3026.9,302.7,151.3,3329.6
180.5,3026.3,302.6,151.3,3328.9
180.6,3025.7,302.6,151.3,3328.3
180.7,3025.1,302.5,151.3,3327.6
180.8,3024.5,302.4,151.2,3326.9
180.9,3023.9,302.4,151.2,3326.3
181.0,3023.3,302.3,151.2,3325.6
181.1,3022.7,302.3,151.1,3324.9
181.2,3022.1,302.2,151.1,3324.3
181.3,3021.5,302.1,151.1,3323.6
181.4,3020.9,302.1,151.0,3323.0
181.5,3020.3,302.0,151.0,3322.3
181.6,3019.7,302.0,151.0,3321.7
181.7,3019.1,301.9,151.0,3321.1
181.8,3018.6,301.9,150.9,3320.4
181.9,3018.0,301.8,150.9,3319.8
182.0,3017.4,301.7,150.9,3319.2
182.1,3016.9,301.7,150.8,3318.6
182.2,3016.3,301.6,150.8,3317.9
